Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Europe & Central Asia,ECS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,21.1763678327553,21.0131633466195,20.9470303193673,20.7154220307056,20.4457400473236,20.130951497224,20.0151437173863,19.9839250879297,19.9355078329312,19.5822541026722,19.2869446558717,18.9288001411963,18.3141561034345,18.4410528551206,18.4556279430061,18.3183932123364,18.3323327489879,17.9059493645237,17.6657091276219,17.6297019923021
Europe & Central Asia (excluding high income),ECA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,25.4009186017552,25.6115141312919,25.8424415761199,25.7325032853092,25.279616487742,24.7787620044645,24.4606935046859,24.215906295971,24.3994773848426,23.7816583546087,23.3734425956691,22.9378839074949,21.4654825993629,21.4514859639383,21.5627457846831,21.2249652272822,21.3800892039928,20.5118976272535,20.2490697603335,20.3805477873509
European Union,EUU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,19.1171633823845,18.8172420027317,18.5774447448504,18.3229914319602,18.1910798065881,17.5839354172551,17.6169987047255,17.5350466762999,17.3010395954651,17.0941446537668,16.8636157104893,16.5245486390629,16.5744183134129,16.862914495916,16.6773019041832,16.6842908922514,16.5466249137249,16.4758798960462,16.141115765656,15.8840271621588
Faroe Islands,FRO,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,41.8979988098145,42.4659996032715,41.5699996948242,41.8880004882813,42.306999206543,41.9099998474121,40.7830009460449,40.0260009765625,40.7060012817383,41.0390014648438,41.5970001220703,41.8819999694824,42.3170013427734,42.318000793457,42.0089988708496,41.7290000915527,40.9029998779297,40.8889999389648,40.0750007629395,39.7610015869141
Finland,FIN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,15.5209999084473,14.6379995346069,13.8100004196167,13.5769996643066,13.0290002822876,12.9069995880127,12.8030004501343,12.5089998245239,12.6929998397827,12.918999671936,12.6239995956421,12.8489999771118,13.6499996185303,13.4320001602173,13.4040002822876,13.6169996261597,13.4770002365112,14.0349998474121,14.2600002288818,14.0649995803833
France,FRA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,13.0349998474121,12.5710000991821,12.2609996795654,11.4899997711182,10.9689998626709,10.8420000076294,11.5769996643066,11.121000289917,10.9720001220703,11.4569997787476,11.0780000686646,10.6479997634888,11.0419998168945,11.5920000076294,11.7270002365112,11.5410003662109,11.3680000305176,11.6979999542236,11.6909999847412,11.914999961853
French Polynesia,PYF,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,29.9449996948242,30.0419998168945,30.2479991912842,30.3999996185303,30.2709999084473,30.2329998016357,28.113000869751,28.1560001373291,28.0480003356934,27.8040008544922,27.9860000610352,27.9979991912842,27.8649997711182,27.7110004425049,27.6529998779297,27.7509994506836,27.7390003204346,27.7350006103516,27.8199996948242,27.8880004882813
Gabon,GAB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,49.375,49.0369987487793,49.5400009155273,35.7360000610352,36.1570014953613,36.0180015563965,35.9560012817383,35.4420013427734,34.859001159668,34.976001739502,34.4379997253418,34.2169990539551,35.0359992980957,33.8120002746582,33.1949996948242,33.1759986877441,33.0960006713867,33.2999992370605,33.7910003662109,34.1319999694824
"Gambia, The",GMB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,75.6940002441406,75.3420028686523,76.1539993286133,76.0599975585938,76.1309967041016,76.2229995727539,76.5339965820313,77.2929992675781,77.4990005493164,76.1569976806641,75.6070022583008,76.681999206543,76.8079986572266,77.2269973754883,75.734001159668,75.4869995117188,75.0429992675781,74.0240020751953,74.0739974975586,72.9530029296875
Georgia,GEO,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,61.7540016174316,56.2309989929199,57.0970001220703,62.2379989624023,64.6620025634766,64.4869995117188,65.8980026245117,66.2760009765625,65.4980010986328,68.9580001831055,69.7109985351563,64.245002746582,63.9889984130859,61.9620018005371,61.8660011291504,61.382999420166,61.3330001831055,60.1769981384277,57.4739990234375,57.5670013427734
Germany,DEU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,10.9399995803833,11.0089998245239,10.8299999237061,10.9099998474121,11.1669998168945,11.121000289917,11.3999996185303,12.0989999771118,12.4029998779297,12.1750001907349,12.0299997329712,11.6920003890991,11.6280002593994,11.621000289917,11.71399974823,11.6160001754761,11.2360000610352,10.9919996261597,10.78600025177,10.4460000991821
Ghana,GHA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,84.4570007324219,84.2890014648438,85.6650009155273,85.5220031738281,85.3649978637695,85.2129974365234,85.2399978637695,85.3079986572266,85.0260009765625,81.9629974365234,81.536003112793,81.5339965820313,81.6859970092773,80.7559967041016,75.3239974975586,74.9039993286133,74.4889984130859,74.1100006103516,73.5810012817383,73.1989974975586
Gibraltar,GIB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,45.2949981689453,43.6049995422363,42.201000213623,42.0099983215332,39.673999786377,38.9889984130859,38.6549987792969,36.2999992370605,36.0550003051758,36.0900001525879,35.3880004882813,35.0579986572266,35.3230018615723,35.6599998474121,36.2760009765625,36.7229995727539,37.064998626709,36.0579986572266,35.0419998168945,34.1650009155273
Greenland,GRL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,31.19700050354,30.9360008239746,30.746000289917,30.7280006408691,30.6219997406006,30.6499996185303,30.5130004882813,30.507999420166,30.4689998626709,30.3570003509521,30.0429992675781,29.82200050354,29.7280006408691,30.0049991607666,29.871000289917,29.8600006103516,29.8519992828369,29.8059997558594,29.8120002746582,29.7730007171631
Guatemala,GTM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,68.5759963989258,68.2900009155273,68.0910034179688,67.7210006713867,67.640998840332,67.5490036010742,47.1370010375977,47.3089981079102,47.2159996032715,47.5029983520508,46.8079986572266,46.4529991149902,46.0719985961914,46.1889991760254,43.0340003967285,47.1139984130859,43.4160003662109,40.6129989624023,39.6059989929199,37.5110015869141
Guinea,GIN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,92.4749984741211,92.5999984741211,92.4229965209961,92.5289993286133,92.556999206543,92.4570007324219,92.2890014648438,92.4380035400391,92.4000015258789,92.6029968261719,92.7279968261719,92.7220001220703,92.6480026245117,92.5869979858398,92.515998840332,92.0940017700195,91.7379989624023,91.7200012207031,91.7020034790039,91.6129989624023
Guinea-Bissau,GNB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,70.9140014648438,76.4649963378906,74.8140029907227,66.2119979858398,63.3839988708496,66.495002746582,66.4280014038086,66.3239974975586,67.4469985961914,66.2369995117188,66.4690017700195,68.1920013427734,66.7389984130859,67.3619995117188,66.572998046875,68.0230026245117,65.2129974365234,64.5790023803711,65.6100006103516,66.6589965820313
Guyana,GUY,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,37.7949981689453,36.8390007019043,36.673999786377,36.625,36.6780014038086,36.4519996643066,36.1360015869141,35.9519996643066,34.5890007019043,34.4099998474121,34.5509986877441,34.2750015258789,34.2540016174316,34.4830017089844,34.4000015258789,34.4070014953613,33.7890014648438,33.3300018310547,33.2169990539551,34.2309989929199
Haiti,HTI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,87.7509994506836,87.8990020751953,87.7149963378906,87.5739974975586,87.6230010986328,87.7350006103516,87.7850036621094,87.9390029907227,87.9489974975586,87.9380035400391,87.8779983520508,88.0149993896484,87.9919967651367,88.1470031738281,88.2630004882813,88.3130035400391,88.3079986572266,88.375,88.4449996948242,88.4980010986328
Heavily indebted poor countries (HIPC),HPC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,81.1323102889554,80.9841270123006,80.7550271808964,80.7654091054193,80.8141375324777,80.4236127127879,80.0295606916521,79.7480894620286,79.6643885617262,79.3573727332844,78.9136286531916,78.7954454091083,78.7108620013856,78.3302665259724,77.7755993189306,77.3059153371302,76.7999132168567,76.7267827600606,76.5799568528535,76.4165816784727
High income,HIC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.859413237513,17.5612553566117,17.2696894787198,16.9308576599883,16.7954504463576,16.6763724252225,16.6127974604071,16.5554144697102,16.2982867015037,15.9873003582356,15.6900139693638,15.4037798656256,15.4501300391375,15.3859034808289,15.1676565483697,14.842970207258,14.6846267352917,14.5707863188653,14.391215006652,14.2678821552414
Honduras,HND,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,53.1479988098145,51.9000015258789,52.9550018310547,51.8040008544922,51.0519981384277,53.4420013427734,53.9570007324219,51.9000015258789,50.0950012207031,52.6389999389648,52.4189987182617,51.7249984741211,54.1590003967285,55.6479988098145,56.9700012207031,56.9160003662109,55.7620010375977,50.4189987182617,51.6349983215332,48.3619995117188
"Hong Kong SAR, China",HKG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,10.3549995422363,10.3839998245239,10.8859996795654,10.5579996109009,11.9739999771118,12.9099998474121,12.7080001831055,12.5329999923706,12.2700004577637,12.2519998550415,11.3450002670288,11.210000038147,11.2250003814697,9.96000003814697,10.1590003967285,10.2489995956421,10.1800003051758,9.17099952697754,8.99899959564209,9.0019998550415
Hungary,HUN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.5160007476807,16.0590000152588,15.7360000610352,15.2569999694824,14.6890001296997,13.8269996643066,13.3649997711182,14.4890003204346,13.7399997711182,12.7569999694824,12.5050001144409,12.2510004043579,12.6590003967285,12.3549995422363,12.1809997558594,11.7629995346069,11.3050003051758,11.0159997940063,10.8950004577637,10.7729997634888
Iceland,ISL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,17.5690002441406,18.7080001831055,18.121000289917,17.7290000915527,17.0849990844727,17.1879997253418,13.3030004501343,13.3020000457764,14.2629995346069,14.5590000152588,13.5640001296997,12.4689998626709,11.8669996261597,12.6319999694824,12.5389995574951,12.4069995880127,12.5640001296997,12.6239995956421,12.4119997024536,11.9700002670288
India,IND,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,85.3109970092773,85.1699981689453,85.0289993286133,84.8140029907227,88.2080001831055,88.2119979858398,87.8460006713867,87.1679992675781,86.5189971923828,85.6669998168945,84.7779998779297,84.6439971923828,84.2160034179688,83.3759994506836,80.9789962768555,80.7399978637695,80.3489990234375,80.0070037841797,79.5609970092773,79.0810012817383
Indonesia,IDN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,62.8979988098145,63.1570014953613,64.3040008544922,64.6009979248047,64.0459976196289,63.9410018920898,65.5559997558594,64.2210006713867,61.9300003051758,61.3730010986328,61.560001373291,62.1040000915527,61.2280006408691,60.1870002746582,57.4659996032715,54.7939987182617,53.601001739502,53.2470016479492,50.8819999694824,51.1049995422363
"Iran, Islamic Rep.",IRN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,51.2379989624023,50.7910003662109,50.8479995727539,50.5750007629395,50.3619995117188,50.3330001831055,49.8219985961914,49.6650009155273,49.5279998779297,48.9440002441406,48.3699989318848,46.8470001220703,46.1520004272461,44.5940017700195,44.3930015563965,44.5589981079102,44.4109992980957,43.9809989929199,44.0900001525879,45.0800018310547
Iraq,IRQ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,45.8880004882813,44.25,43.7449989318848,44.6360015869141,44.4910011291504,44.7410011291504,46.367000579834,43.5999984741211,44.1510009765625,43.5390014648438,43.5540008544922,42.9700012207031,42.7000007629395,42.314998626709,41.9560012817383,41.1119995117188,40.9850006103516,41.1380004882813,40.4910011291504,39.632999420166
Ireland,IRL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,20.7549991607666,20.3059997558594,19.2810001373291,19.1159992218018,18.3549995422363,18.0540008544922,17.7150001525879,17.9640007019043,17.0709991455078,16.2240009307861,16.9190006256104,17.4650001525879,17.617000579834,16.9580001831055,16.4559993743896,16.5109996795654,17.3619995117188,17.4190006256104,17.2560005187988,16.9209995269775
Isle of Man,IMN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,12.4949998855591,12.414999961853,12.5299997329712,12.0290002822876,11.6759996414185,11.7379999160767,12.16100025177,11.7670001983643,12.0590000152588,12.2030000686646,11.7770004272461,11.9079999923706,12.2930002212524,12.2650003433228,12.2040004730225,11.9759998321533,11.7440004348755,11.8109998703003,12.0699996948242,15.8900003433228
Italy,ITA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,28.8579998016357,28.7240009307861,28.3320007324219,28.19700050354,27.9179992675781,27.4629993438721,27.32200050354,27.9820003509521,26.7390003204346,26.4489994049072,26.1679992675781,25.4969997406006,25.0219993591309,25.3339996337891,25.1030006408691,24.9729995727539,24.8840007781982,24.7399997711182,24.4409999847412,23.9969997406006
Jamaica,JAM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,40.2760009765625,40.9339981079102,40.8899993896484,40.8409996032715,40.3549995422363,38.6129989624023,38.9080009460449,38.8190002441406,37.8540000915527,38.6529998779297,36.7569999694824,39.9059982299805,40.2130012512207,40.351001739502,40.2879981994629,40.9119987487793,41.0209999084473,41.0750007629395,41.181999206543,40.9980010986328
Japan,JPN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,19.3050003051758,19.1000003814697,19.0179996490479,18.4549999237061,17.8320007324219,17.3729991912842,17.1159992218018,16.9160003662109,16.628999710083,15.7200002670288,15.3159999847412,14.9099998474121,14.6330003738403,14.2959995269775,13.8420000076294,11.8509998321533,11.621000289917,11.5159997940063,11.1429996490479,10.6440000534058
Jordan,JOR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,19.8320007324219,19.818000793457,19.5979995727539,19.2929992675781,20.2159996032715,19.3780002593994,17.9099998474121,17.7789993286133,17.6560001373291,16.5659999847412,16.3099994659424,15.9569997787476,16.5189990997314,16.4559993743896,15.6389999389648,15.9119997024536,15.9049997329712,15.7679996490479,15.7620000839233,15.7040004730225
Kazakhstan,KAZ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,43.2750015258789,39.6749992370605,39.8849983215332,39.3269996643066,41.4729995727539,39.3580017089844,38.7910003662109,37.2490005493164,35.8019981384277,35.2249984741211,34.5779991149902,33.6030006408691,33.5379981994629,33.1139984130859,32.5670013427734,31.4669990539551,30.4909992218018,26.3729991912842,27.0170001983643,26.5790004730225
Kenya,KEN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,67.4000015258789,66.9550018310547,66.754997253418,66.765998840332,66.1520004272461,66.1719970703125,65.6969985961914,65.2839965820313,64.9660034179688,65.2509994506836,64.7919998168945,65.1060028076172,64.6549987792969,63.8110008239746,63.8359985351563,63.617000579834,63.007999420166,62.5719985961914,62.2999992370605,62.0820007324219
Kiribati,KIR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,68.8499984741211,69.8109970092773,67.9140014648438,67.6999969482422,67.1110000610352,66.7789993286133,67.2080001831055,66.818000793457,66.3710021972656,66.995002746582,67.5449981689453,66.5709991455078,66.5439987182617,66.2819976806641,65.6050033569336,65.5199966430664,65.6780014038086,66.1210021972656,66.6650009155273,67.0439987182617
"Korea, Rep.",KOR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,39.0410003662109,40.382999420166,39.7109985351563,39.148998260498,38.9199981689453,38.3139991760254,37.3600006103516,36.6730003356934,36.2599983215332,35.5419998168945,34.7019996643066,34.0849990844727,32.9720001220703,32.1360015869141,31.761999130249,31.7560005187988,31.0820007324219,30.496000289917,29.7280006408691,29.4780006408691
Kosovo,XKX,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,2.97000002861023,2.91899991035461,2.97199988365173,2.86800003051758,2.90199995040894,2.84299993515015,2.66300010681152,2.70700001716614,2.6800000667572,2.68499994277954,2.66700005531311,2.68799996376038,2.80100011825562,2.69400000572205,2.49900007247925,2.50500011444092,2.5789999961853,2.54900002479553,2.54699993133545,2.48099994659424
Kyrgyz Republic,KGZ,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,63.7840003967285,57.5470008850098,57.1580009460449,57.1389999389648,57.3520011901855,55.4189987182617,52.8440017700195,51.2000007629395,50.5219993591309,48.7849998474121,49.185001373291,46.1139984130859,40.6469993591309,38.6559982299805,38.6139984130859,38.6529998779297,44.8930015563965,44.2000007629395,41.2820014953613,39.2490005493164
Lao PDR,LAO,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,88.6429977416992,87.875,87.1900024414063,90.197998046875,89.9369964599609,89.3899993896484,88.9100036621094,89.1399993896484,88.3000030517578,87.322998046875,86.7149963378906,85.9359970092773,85.7679977416992,84.3730010986328,83.4309997558594,84.9520034790039,84.9929962158203,84.8109970092773,84.3550033569336,83.2750015258789
Latin America & Caribbean,LCN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,38.4939346730569,37.8881204426047,37.7781766171307,37.5306619047526,40.2921721294733,40.577355689478,40.0791238513031,39.7503623640363,38.1461182455991,37.0103855941852,36.6320566985833,36.5175338495309,36.6711339865315,36.1298161924282,36.2211645343612,36.3633011880925,36.2792314754028,35.8881214028545,36.3355481472953,36.6087878693494
Latin America & Caribbean (excluding high income),LAC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,39.8907811224422,39.2169916739128,39.0866469362854,38.7848712457157,41.7848873358527,41.9987554314839,41.6338001330746,41.3421001298025,39.60824266425,38.4106053007611,38.0874656834615,37.9692962895046,37.9821654828275,37.4190720350135,37.5730208090127,37.8050864970064,37.6144938215177,37.1240628229754,37.6058212729331,37.886229244144
Latvia,LVA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,19.4479999542236,17.382999420166,16.9750003814697,14.9060001373291,15.2880001068115,13.7489995956421,13.5550003051758,13.5410003662109,11.5120000839233,11.6969995498657,11.0080003738403,10.2810001373291,11.5640001296997,11.5340003967285,11.3879995346069,11.4169998168945,11.5959997177124,11.5869998931885,12.6470003128052,12.9119997024536
Least developed countries: UN classification,LDC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,78.6501392295621,78.4662721789129,77.8659588258929,77.7959534201196,77.5347492934015,77.5486429151673,77.1848732053723,76.9163277591677,76.9980747778008,76.3536795744999,75.7443319354144,75.4224554384641,74.4243523979123,73.9445412075597,74.2438139102405,73.8941182431484,73.3513367578738,73.2379374370889,73.0561543254884,72.9243827608565
Lebanon,LBN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,39.3390007019043,39.3009986877441,39.1889991760254,38.8370018005371,38.7729988098145,38.8030014038086,38.8680000305176,37.9570007324219,39.5050010681152,39.3680000305176,38.2830009460449,37.8250007629395,37.273998260498,36.757999420166,37.4869995117188,38.0009994506836,38.0040016174316,38.3019981384277,38.2410011291504,37.0820007324219
Lesotho,LSO,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,64.7160034179688,64.6119995117188,64.5830001831055,64.161003112793,63.7719993591309,63.5390014648438,63.5009994506836,62.8059997558594,62.7140007019043,62.2630004882813,61.9049987792969,61.4440002441406,61.6910018920898,61.423999786377,60.8530006408691,60.5979995727539,60.3569984436035,60.0460014343262,59.8160018920898,59.7509994506836
Liberia,LBR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,83.9349975585938,83.6699981689453,82.7399978637695,81.3830032348633,81.8619995117188,82.0210037231445,83.2939987182617,82.8690032958984,82.7080001831055,81.9960021972656,81.806999206543,81.8649978637695,81.7109985351563,81.1890029907227,80.4140014648438,80.0039978027344,79.5120010375977,79.7929992675781,80.3040008544922,80.4160003662109
Libya,LBY,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,41.7229995727539,41.6129989624023,41.689998626709,41.4799995422363,41.6180000305176,41.5960006713867,40.4799995422363,40.681999206543,40.0320014953613,40,39.7960014343262,39.9029998779297,39.7480010986328,39.1769981384277,50.6469993591309,37.9290008544922,43.9700012207031,47.181999206543,42.1679992675781,41.5989990234375
Liechtenstein,LIE,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,20.5259990692139,19.5839996337891,20.4850006103516,19.7000007629395,20.2110004425049,20.8050003051758,20.9619998931885,18.8649997711182,17.1830005645752,17.0109996795654,14.5909996032715,11.701000213623,11.9949998855591,10.9010000228882,10.6140003204346,11.076000213623,11.7950000762939,12.1269998550415,12.2959995269775,12.3620004653931
Low & middle income,LMY,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,61.5843796745848,61.4666814005184,61.2595770213495,60.913575930864,61.4656011427862,61.1601783655338,60.6201443512118,59.6348058107807,58.7397033170488,57.6926791603694,56.8002674947377,56.1454170001028,55.5420625460408,54.7692811634544,53.8920974491523,53.362723994919,53.1206287539051,52.7619015947502,52.4900174535831,52.3882115818945
Low income,LIC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,79.7131762724937,79.6199755030331,79.2358869731634,79.4306827195416,79.3317445810076,79.1635780163751,79.0926867364232,79.0258706081811,79.3068158680447,78.951715065022,78.6210875051958,78.286785462939,78.0302625877256,77.63234181335,77.6163854120552,77.3601923184602,76.9509114875355,77.102616970294,77.0920963573426,77.101309295359
Lower middle income,LMC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,73.9078934272486,73.9105394185242,73.7894235513835,73.7682729939846,75.1958720924289,75.2312898530905,75.1659659361175,74.5711632899612,73.8269795101411,72.9517213693357,72.3246337421559,72.06655364182,71.0615513363128,70.248396868488,68.7477563488782,67.9056828511278,67.4799827177891,67.1413290523576,66.3644490862273,65.8723198328506
Luxembourg,LUX,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,9.25500011444092,9.42599964141846,9.15900039672852,9.45899963378906,7.30800008773804,7.94600009918213,7.91300010681152,8.20400047302246,8.04800033569336,7.89599990844727,7.27299976348877,6.52899980545044,8.74699974060059,8.20600032806396,8.58600044250488,8.91399955749512,8.88700008392334,8.79500007629395,9.8149995803833,10.0939998626709
"Macao SAR, China",MAC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,9.75399971008301,9.76799964904785,11.0319995880127,11.8529996871948,10.7840003967285,10.5559997558594,10.9049997329712,11.6359996795654,10.3529996871948,9.22399997711182,8.53499984741211,7.3730001449585,7.91499996185303,8.00100040435791,7.5310001373291,7.30499982833862,6.79899978637695,6.3899998664856,6.63500022888184,6.93599987030029
"Macedonia, FYR",MKD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,23.9939994812012,24.8519992828369,25.2110004425049,26.9589996337891,25.125,26.6240005493164,26.2080001831055,27.556999206543,27.201000213623,26.8040008544922,27.4340000152588,28.423999786377,26.9290008544922,26.9340000152588,26.1259994506836,25.6000003814697,26.3209991455078,26.3990001678467,26.2320003509521,24.7810001373291
Madagascar,MDG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,85.552001953125,85.2799987792969,85.0339965820313,84.7949981689453,84.3639984130859,85.9069976806641,84.8880004882813,91.1139984130859,90.9359970092773,90.7409973144531,90.3420028686523,90.0230026245117,90.8489990234375,90.6910018920898,89.1019973754883,88.9929962158203,89.7600021362305,89.6510009765625,89.4120025634766,89.4359970092773
Malawi,MWI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,67.7300033569336,67.4589996337891,66.9420013427734,66.411003112793,66.7129974365234,66.2630004882813,65.6859970092773,65.5490036010742,65.4660034179688,64.8059997558594,63.4360008239746,63.2080001831055,63.101001739502,63.1500015258789,62.476001739502,62.8489990234375,62.2919998168945,61.765998840332,61.6389999389648,61.2360000610352
Malaysia,MYS,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,25.5739994049072,26.6189994812012,25.2910003662109,25.7709999084473,24.6030006408691,23.3120002746582,23.8020000457764,25.44700050354,24.556999206543,25.7779998779297,25.826000213623,25.5030002593994,25.2639999389648,25.2520008087158,23.4360008239746,25.1590003967285,26.1450004577637,24.8780002593994,26.1140003204346,25.6359996795654
Maldives,MDV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,71.3809967041016,70.004997253418,68.8990020751953,68.5500030517578,39.0400009155273,38.7809982299805,38.726001739502,36.0859985351563,35.6319999694824,37.0890007019043,30.5909996032715,28.9979991912842,28.9169998168945,28.9939994812012,28.0410003662109,27.5030002593994,27.556999206543,26.9850006103516,26.3509998321533,26.0830001831055
Mali,MLI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,89.8710021972656,89.4530029296875,89.3899993896484,89.1969985961914,89.0329971313477,88.8059997558594,88.2369995117188,88.1589965820313,88.3779983520508,88.1740036010742,90.9049987792969,90.8659973144531,90.9540023803711,90.8000030517578,90.8000030517578,91.2220001220703,91.0210037231445,91.0780029296875,89.9179992675781,89
